Step,AgentID,Steps to fire up
71,"(0, 0)",0
71,"(0, 1)",0
71,"(0, 2)",0
71,"(0, 4)",0
71,"(0, 5)",0
71,"(0, 6)",0
71,"(0, 9)",0
71,"(0, 10)",0
71,"(0, 11)",0
71,"(0, 12)",0
71,"(0, 13)",0
71,"(0, 14)",0
71,"(0, 16)",0
71,"(0, 17)",0
71,"(0, 18)",0
71,"(0, 21)",0
71,"(0, 24)",0
71,"(0, 32)",0
71,"(0, 35)",0
71,"(0, 37)",0
71,"(0, 38)",0
71,"(0, 39)",0
71,"(0, 40)",0
71,"(0, 41)",0
71,"(0, 43)",0
71,"(0, 45)",0
71,"(0, 47)",0
71,"(0, 49)",0
71,"(0, 50)",0
71,"(0, 57)",0
71,"(0, 58)",0
71,"(0, 59)",0
71,"(0, 61)",0
71,"(0, 62)",0
71,"(0, 64)",0
71,"(0, 66)",0
71,"(0, 68)",0
71,"(0, 72)",0
71,"(0, 74)",0
71,"(0, 76)",0
71,"(0, 78)",0
71,"(0, 81)",0
71,"(0, 82)",0
71,"(0, 83)",0
71,"(0, 84)",0
71,"(0, 86)",0
71,"(0, 90)",0
71,"(0, 91)",0
71,"(0, 93)",0
71,"(0, 94)",0
71,"(0, 95)",0
71,"(0, 97)",0
71,"(1, 0)",1
71,"(1, 1)",1
71,"(1, 2)",1
71,"(1, 5)",1
71,"(1, 7)",1
71,"(1, 12)",1
71,"(1, 14)",1
71,"(1, 15)",1
71,"(1, 18)",1
71,"(1, 20)",1
71,"(1, 21)",1
71,"(1, 22)",1
71,"(1, 23)",1
71,"(1, 26)",3
71,"(1, 28)",-1
71,"(1, 30)",2
71,"(1, 31)",1
71,"(1, 32)",1
71,"(1, 34)",2
71,"(1, 35)",1
71,"(1, 37)",1
71,"(1, 38)",1
71,"(1, 39)",1
71,"(1, 40)",1
71,"(1, 41)",1
71,"(1, 43)",1
71,"(1, 44)",1
71,"(1, 46)",1
71,"(1, 52)",6
71,"(1, 53)",6
71,"(1, 57)",1
71,"(1, 58)",1
71,"(1, 61)",1
71,"(1, 62)",1
71,"(1, 65)",2
71,"(1, 66)",1
71,"(1, 67)",1
71,"(1, 69)",1
71,"(1, 70)",1
71,"(1, 71)",1
71,"(1, 72)",1
71,"(1, 73)",1
71,"(1, 77)",1
71,"(1, 78)",1
71,"(1, 79)",1
71,"(1, 80)",1
71,"(1, 81)",1
71,"(1, 83)",1
71,"(1, 84)",1
71,"(1, 85)",1
71,"(1, 86)",1
71,"(1, 89)",1
71,"(1, 90)",1
71,"(1, 91)",1
71,"(1, 92)",-1
71,"(1, 99)",-1
71,"(2, 7)",2
71,"(2, 9)",2
71,"(2, 10)",2
71,"(2, 11)",1
71,"(2, 15)",1
71,"(2, 18)",2
71,"(2, 19)",1
71,"(2, 22)",1
71,"(2, 23)",1
71,"(2, 25)",2
71,"(2, 26)",3
71,"(2, 28)",-1
71,"(2, 33)",3
71,"(2, 35)",2
71,"(2, 36)",1
71,"(2, 37)",1
71,"(2, 39)",1
71,"(2, 40)",1
71,"(2, 43)",1
71,"(2, 44)",1
71,"(2, 45)",1
71,"(2, 46)",1
71,"(2, 49)",3
71,"(2, 50)",3
71,"(2, 53)",5
71,"(2, 55)",5
71,"(2, 57)",4
71,"(2, 59)",2
71,"(2, 61)",1
71,"(2, 62)",1
71,"(2, 63)",1
71,"(2, 65)",2
71,"(2, 66)",2
71,"(2, 67)",2
71,"(2, 73)",1
71,"(2, 74)",2
71,"(2, 75)",1
71,"(2, 76)",1
71,"(2, 77)",1
71,"(2, 78)",1
71,"(2, 79)",1
71,"(2, 80)",1
71,"(2, 82)",2
71,"(2, 83)",1
71,"(2, 84)",1
71,"(2, 86)",1
71,"(2, 87)",1
71,"(2, 89)",1
71,"(2, 96)",-1
71,"(2, 97)",-1
71,"(2, 98)",-1
71,"(2, 99)",-1
71,"(3, 1)",6
71,"(3, 4)",3
71,"(3, 6)",3
71,"(3, 7)",2
71,"(3, 8)",2
71,"(3, 9)",2
71,"(3, 11)",2
71,"(3, 12)",7
71,"(3, 13)",8
71,"(3, 15)",2
71,"(3, 16)",2
71,"(3, 17)",3
71,"(3, 19)",2
71,"(3, 20)",2
71,"(3, 22)",1
71,"(3, 24)",1
71,"(3, 25)",2
71,"(3, 26)",3
71,"(3, 27)",4
71,"(3, 30)",5
71,"(3, 31)",5
71,"(3, 34)",3
71,"(3, 36)",2
71,"(3, 37)",2
71,"(3, 39)",1
71,"(3, 42)",2
71,"(3, 43)",2
71,"(3, 45)",1
71,"(3, 47)",2
71,"(3, 48)",3
71,"(3, 49)",3
71,"(3, 51)",4
71,"(3, 52)",4
71,"(3, 53)",5
71,"(3, 56)",4
71,"(3, 57)",4
71,"(3, 58)",3
71,"(3, 59)",2
71,"(3, 60)",1
71,"(3, 61)",1
71,"(3, 62)",1
71,"(3, 63)",1
71,"(3, 64)",1
71,"(3, 65)",2
71,"(3, 68)",-1
71,"(3, 69)",3
71,"(3, 71)",8
71,"(3, 73)",2
71,"(3, 76)",1
71,"(3, 77)",1
71,"(3, 79)",1
71,"(3, 80)",1
71,"(3, 81)",1
71,"(3, 82)",2
71,"(3, 83)",2
71,"(3, 85)",2
71,"(3, 86)",1
71,"(3, 87)",1
71,"(3, 89)",2
71,"(3, 94)",15
71,"(3, 98)",-1
71,"(3, 99)",-1
71,"(4, 0)",5
71,"(4, 1)",4
71,"(4, 2)",4
71,"(4, 3)",4
71,"(4, 4)",3
71,"(4, 5)",3
71,"(4, 7)",2
71,"(4, 10)",2
71,"(4, 11)",3
71,"(4, 13)",6
71,"(4, 24)",2
71,"(4, 25)",2
71,"(4, 26)",3
71,"(4, 29)",5
71,"(4, 30)",5
71,"(4, 32)",4
71,"(4, 33)",3
71,"(4, 39)",1
71,"(4, 42)",2
71,"(4, 43)",2
71,"(4, 44)",2
71,"(4, 46)",2
71,"(4, 47)",2
71,"(4, 48)",3
71,"(4, 50)",3
71,"(4, 51)",4
71,"(4, 52)",4
71,"(4, 53)",5
71,"(4, 55)",5
71,"(4, 57)",4
71,"(4, 63)",1
71,"(4, 65)",2
71,"(4, 68)",3
71,"(4, 71)",8
71,"(4, 72)",8
71,"(4, 75)",2
71,"(4, 77)",1
71,"(4, 79)",2
71,"(4, 80)",1
71,"(4, 83)",2
71,"(4, 85)",2
71,"(4, 86)",1
71,"(4, 90)",2
71,"(4, 94)",14
71,"(4, 95)",14
71,"(4, 96)",14
71,"(5, 0)",5
71,"(5, 1)",4
71,"(5, 3)",3
71,"(5, 5)",3
71,"(5, 7)",3
71,"(5, 8)",3
71,"(5, 9)",3
71,"(5, 10)",3
71,"(5, 11)",3
71,"(5, 13)",5
71,"(5, 15)",7
71,"(5, 18)",7
71,"(5, 19)",5
71,"(5, 21)",4
71,"(5, 23)",3
71,"(5, 24)",3
71,"(5, 25)",3
71,"(5, 27)",6
71,"(5, 28)",6
71,"(5, 29)",5
71,"(5, 30)",5
71,"(5, 31)",5
71,"(5, 33)",4
71,"(5, 35)",5
71,"(5, 36)",4
71,"(5, 37)",4
71,"(5, 38)",4
71,"(5, 41)",3
71,"(5, 42)",2
71,"(5, 44)",2
71,"(5, 45)",2
71,"(5, 46)",2
71,"(5, 48)",3
71,"(5, 49)",4
71,"(5, 50)",4
71,"(5, 52)",4
71,"(5, 54)",5
71,"(5, 55)",5
71,"(5, 58)",4
71,"(5, 60)",5
71,"(5, 61)",4
71,"(5, 62)",3
71,"(5, 63)",1
71,"(5, 64)",1
71,"(5, 65)",2
71,"(5, 66)",2
71,"(5, 67)",2
71,"(5, 68)",2
71,"(5, 72)",7
71,"(5, 73)",7
71,"(5, 76)",2
71,"(5, 77)",2
71,"(5, 81)",12
71,"(5, 83)",3
71,"(5, 86)",2
71,"(5, 87)",2
71,"(5, 89)",2
71,"(5, 93)",-1
71,"(5, 95)",14
71,"(5, 96)",14
71,"(5, 98)",14
71,"(6, 0)",5
71,"(6, 1)",5
71,"(6, 3)",4
71,"(6, 4)",3
71,"(6, 6)",3
71,"(6, 7)",3
71,"(6, 8)",4
71,"(6, 9)",4
71,"(6, 11)",4
71,"(6, 12)",4
71,"(6, 16)",6
71,"(6, 18)",6
71,"(6, 20)",5
71,"(6, 21)",4
71,"(6, 22)",4
71,"(6, 23)",4
71,"(6, 24)",4
71,"(6, 25)",3
71,"(6, 29)",5
71,"(6, 33)",5
71,"(6, 34)",5
71,"(6, 35)",5
71,"(6, 36)",4
71,"(6, 37)",4
71,"(6, 38)",4
71,"(6, 39)",4
71,"(6, 44)",2
71,"(6, 47)",3
71,"(6, 48)",3
71,"(6, 50)",4
71,"(6, 51)",4
71,"(6, 52)",4
71,"(6, 54)",5
71,"(6, 56)",5
71,"(6, 58)",4
71,"(6, 62)",3
71,"(6, 63)",2
71,"(6, 64)",1
71,"(6, 66)",2
71,"(6, 67)",2
71,"(6, 68)",2
71,"(6, 70)",8
71,"(6, 71)",7
71,"(6, 72)",7
71,"(6, 75)",4
71,"(6, 76)",3
71,"(6, 77)",3
71,"(6, 80)",11
71,"(6, 83)",4
71,"(6, 87)",3
71,"(6, 88)",3
71,"(6, 89)",3
71,"(6, 91)",-1
71,"(6, 93)",-1
71,"(6, 95)",13
71,"(6, 96)",13
71,"(6, 97)",13
71,"(6, 98)",13
71,"(6, 99)",13
71,"(7, 0)",5
71,"(7, 3)",4
71,"(7, 7)",3
71,"(7, 8)",4
71,"(7, 9)",4
71,"(7, 10)",4
71,"(7, 12)",4
71,"(7, 13)",4
71,"(7, 14)",5
71,"(7, 16)",6
71,"(7, 18)",-1
71,"(7, 20)",5
71,"(7, 22)",4
71,"(7, 23)",4
71,"(7, 26)",8
71,"(7, 27)",8
71,"(7, 28)",7
71,"(7, 30)",6
71,"(7, 32)",5
71,"(7, 33)",5
71,"(7, 34)",5
71,"(7, 35)",5
71,"(7, 36)",4
71,"(7, 37)",4
71,"(7, 38)",4
71,"(7, 39)",4
71,"(7, 40)",4
71,"(7, 41)",4
71,"(7, 42)",3
71,"(7, 43)",2
71,"(7, 44)",2
71,"(7, 45)",2
71,"(7, 46)",3
71,"(7, 47)",3
71,"(7, 48)",3
71,"(7, 51)",4
71,"(7, 52)",4
71,"(7, 54)",5
71,"(7, 58)",5
71,"(7, 59)",4
71,"(7, 60)",4
71,"(7, 61)",3
71,"(7, 64)",2
71,"(7, 67)",2
71,"(7, 70)",8
71,"(7, 72)",7
71,"(7, 73)",6
71,"(7, 75)",4
71,"(7, 77)",3
71,"(7, 80)",11
71,"(7, 81)",10
71,"(7, 83)",5
71,"(7, 87)",3
71,"(7, 88)",3
71,"(7, 93)",-1
71,"(7, 95)",13
71,"(7, 96)",13
71,"(7, 98)",13
71,"(7, 99)",13
71,"(8, 0)",6
71,"(8, 3)",4
71,"(8, 4)",4
71,"(8, 5)",4
71,"(8, 6)",4
71,"(8, 8)",4
71,"(8, 10)",4
71,"(8, 11)",4
71,"(8, 12)",4
71,"(8, 13)",5
71,"(8, 16)",6
71,"(8, 17)",6
71,"(8, 18)",7
71,"(8, 20)",5
71,"(8, 21)",4
71,"(8, 25)",8
71,"(8, 26)",8
71,"(8, 27)",8
71,"(8, 29)",6
71,"(8, 31)",6
71,"(8, 33)",5
71,"(8, 34)",5
71,"(8, 35)",5
71,"(8, 39)",4
71,"(8, 41)",3
71,"(8, 42)",3
71,"(8, 44)",3
71,"(8, 45)",3
71,"(8, 46)",3
71,"(8, 47)",3
71,"(8, 48)",4
71,"(8, 49)",4
71,"(8, 51)",4
71,"(8, 52)",4
71,"(8, 53)",4
71,"(8, 54)",5
71,"(8, 55)",5
71,"(8, 57)",5
71,"(8, 59)",4
71,"(8, 62)",4
71,"(8, 64)",4
71,"(8, 65)",3
71,"(8, 67)",2
71,"(8, 68)",2
71,"(8, 71)",8
71,"(8, 73)",6
71,"(8, 74)",5
71,"(8, 75)",5
71,"(8, 80)",10
71,"(8, 84)",5
71,"(8, 88)",3
71,"(8, 89)",3
71,"(8, 92)",-1
71,"(8, 93)",-1
71,"(8, 96)",12
71,"(8, 97)",12
71,"(8, 98)",12
71,"(8, 99)",12
71,"(9, 1)",6
71,"(9, 6)",4
71,"(9, 7)",4
71,"(9, 8)",4
71,"(9, 9)",4
71,"(9, 10)",5
71,"(9, 13)",5
71,"(9, 14)",5
71,"(9, 15)",5
71,"(9, 18)",7
71,"(9, 22)",5
71,"(9, 24)",8
71,"(9, 25)",8
71,"(9, 26)",8
71,"(9, 27)",8
71,"(9, 30)",6
71,"(9, 31)",7
71,"(9, 32)",6
71,"(9, 34)",6
71,"(9, 35)",6
71,"(9, 37)",5
71,"(9, 38)",4
71,"(9, 39)",4
71,"(9, 40)",4
71,"(9, 41)",4
71,"(9, 42)",4
71,"(9, 45)",3
71,"(9, 49)",5
71,"(9, 51)",4
71,"(9, 53)",4
71,"(9, 54)",5
71,"(9, 60)",5
71,"(9, 61)",4
71,"(9, 63)",4
71,"(9, 65)",3
71,"(9, 66)",3
71,"(9, 69)",3
71,"(9, 73)",6
71,"(9, 76)",6
71,"(9, 77)",8
71,"(9, 79)",9
71,"(9, 82)",-1
71,"(9, 85)",5
71,"(9, 89)",3
71,"(9, 95)",12
71,"(9, 98)",12
71,"(9, 99)",12
71,"(10, 0)",6
71,"(10, 1)",6
71,"(10, 2)",6
71,"(10, 4)",5
71,"(10, 5)",4
71,"(10, 7)",4
71,"(10, 9)",5
71,"(10, 10)",5
71,"(10, 13)",5
71,"(10, 15)",5
71,"(10, 16)",6
71,"(10, 20)",26
71,"(10, 22)",6
71,"(10, 24)",8
71,"(10, 25)",8
71,"(10, 27)",8
71,"(10, 28)",8
71,"(10, 31)",7
71,"(10, 32)",7
71,"(10, 33)",6
71,"(10, 34)",6
71,"(10, 36)",5
71,"(10, 38)",4
71,"(10, 40)",4
71,"(10, 41)",4
71,"(10, 42)",4
71,"(10, 43)",4
71,"(10, 46)",4
71,"(10, 47)",5
71,"(10, 49)",5
71,"(10, 50)",5
71,"(10, 52)",5
71,"(10, 53)",5
71,"(10, 55)",5
71,"(10, 57)",-1
71,"(10, 60)",4
71,"(10, 61)",5
71,"(10, 64)",4
71,"(10, 65)",3
71,"(10, 66)",3
71,"(10, 67)",4
71,"(10, 68)",4
71,"(10, 72)",6
71,"(10, 73)",6
71,"(10, 75)",7
71,"(10, 76)",8
71,"(10, 77)",7
71,"(10, 79)",9
71,"(10, 80)",9
71,"(10, 84)",5
71,"(10, 86)",4
71,"(10, 87)",4
71,"(10, 88)",4
71,"(10, 89)",4
71,"(10, 90)",4
71,"(10, 94)",12
71,"(10, 96)",12
71,"(10, 97)",12
71,"(10, 98)",12
71,"(11, 1)",6
71,"(11, 5)",5
71,"(11, 8)",5
71,"(11, 9)",6
71,"(11, 12)",-1
71,"(11, 14)",5
71,"(11, 16)",6
71,"(11, 18)",7
71,"(11, 19)",25
71,"(11, 20)",25
71,"(11, 21)",26
71,"(11, 25)",9
71,"(11, 26)",9
71,"(11, 28)",9
71,"(11, 39)",5
71,"(11, 40)",4
71,"(11, 42)",4
71,"(11, 44)",4
71,"(11, 47)",5
71,"(11, 48)",5
71,"(11, 49)",5
71,"(11, 50)",5
71,"(11, 51)",5
71,"(11, 52)",5
71,"(11, 53)",5
71,"(11, 55)",6
71,"(11, 56)",5
71,"(11, 59)",5
71,"(11, 60)",5
71,"(11, 61)",5
71,"(11, 63)",5
71,"(11, 65)",5
71,"(11, 67)",4
71,"(11, 68)",4
71,"(11, 71)",7
71,"(11, 73)",7
71,"(11, 78)",8
71,"(11, 79)",8
71,"(11, 80)",8
71,"(11, 81)",7
71,"(11, 82)",6
71,"(11, 84)",5
71,"(11, 85)",5
71,"(11, 88)",4
71,"(11, 90)",4
71,"(11, 95)",11
71,"(11, 96)",12
71,"(11, 97)",12
71,"(11, 99)",12
71,"(12, 6)",5
71,"(12, 7)",5
71,"(12, 9)",6
71,"(12, 12)",-1
71,"(12, 17)",7
71,"(12, 19)",24
71,"(12, 23)",24
71,"(12, 31)",-1
71,"(12, 33)",9
71,"(12, 35)",8
71,"(12, 37)",6
71,"(12, 38)",6
71,"(12, 39)",5
71,"(12, 41)",5
71,"(12, 42)",5
71,"(12, 43)",4
71,"(12, 44)",5
71,"(12, 45)",4
71,"(12, 46)",5
71,"(12, 50)",5
71,"(12, 51)",6
71,"(12, 52)",5
71,"(12, 53)",5
71,"(12, 54)",5
71,"(12, 58)",6
71,"(12, 60)",6
71,"(12, 62)",5
71,"(12, 63)",5
71,"(12, 68)",4
71,"(12, 70)",7
71,"(12, 71)",7
71,"(12, 72)",7
71,"(12, 73)",7
71,"(12, 76)",9
71,"(12, 83)",5
71,"(12, 85)",5
71,"(12, 87)",-1
71,"(12, 88)",-1
71,"(12, 89)",4
71,"(12, 91)",4
71,"(12, 93)",-1
71,"(12, 95)",11
71,"(12, 96)",11
71,"(12, 97)",11
71,"(13, 0)",-1
71,"(13, 4)",6
71,"(13, 5)",5
71,"(13, 6)",6
71,"(13, 11)",-1
71,"(13, 13)",-1
71,"(13, 19)",23
71,"(13, 20)",23
71,"(13, 21)",24
71,"(13, 22)",23
71,"(13, 23)",23
71,"(13, 25)",24
71,"(13, 27)",26
71,"(13, 28)",27
71,"(13, 29)",-1
71,"(13, 33)",9
71,"(13, 34)",9
71,"(13, 35)",9
71,"(13, 36)",7
71,"(13, 37)",6
71,"(13, 38)",5
71,"(13, 39)",5
71,"(13, 41)",5
71,"(13, 42)",5
71,"(13, 45)",5
71,"(13, 48)",6
71,"(13, 51)",6
71,"(13, 52)",6
71,"(13, 54)",6
71,"(13, 55)",6
71,"(13, 56)",7
71,"(13, 57)",6
71,"(13, 58)",7
71,"(13, 59)",7
71,"(13, 60)",6
71,"(13, 61)",5
71,"(13, 63)",5
71,"(13, 64)",5
71,"(13, 65)",6
71,"(13, 66)",10
71,"(13, 70)",8
71,"(13, 72)",7
71,"(13, 74)",8
71,"(13, 77)",9
71,"(13, 81)",11
71,"(13, 83)",11
71,"(13, 84)",12
71,"(13, 86)",12
71,"(13, 90)",4
71,"(13, 91)",4
71,"(13, 95)",11
71,"(13, 96)",11
71,"(13, 97)",11
71,"(13, 99)",-1
71,"(14, 1)",8
71,"(14, 2)",7
71,"(14, 3)",7
71,"(14, 7)",7
71,"(14, 9)",-1
71,"(14, 11)",-1
71,"(14, 13)",-1
71,"(14, 14)",-1
71,"(14, 16)",25
71,"(14, 17)",25
71,"(14, 19)",23
71,"(14, 20)",22
71,"(14, 22)",22
71,"(14, 23)",23
71,"(14, 24)",23
71,"(14, 25)",26
71,"(14, 26)",25
71,"(14, 27)",26
71,"(14, 31)",9
71,"(14, 32)",9
71,"(14, 33)",9
71,"(14, 34)",9
71,"(14, 39)",6
71,"(14, 40)",6
71,"(14, 42)",6
71,"(14, 43)",6
71,"(14, 44)",-1
71,"(14, 46)",5
71,"(14, 47)",6
71,"(14, 48)",6
71,"(14, 49)",7
71,"(14, 50)",6
71,"(14, 51)",6
71,"(14, 52)",6
71,"(14, 53)",6
71,"(14, 55)",7
71,"(14, 56)",7
71,"(14, 60)",6
71,"(14, 62)",5
71,"(14, 63)",5
71,"(14, 67)",9
71,"(14, 68)",9
71,"(14, 69)",8
71,"(14, 70)",8
71,"(14, 73)",8
71,"(14, 74)",8
71,"(14, 75)",8
71,"(14, 76)",9
71,"(14, 81)",10
71,"(14, 82)",11
71,"(14, 85)",11
71,"(14, 88)",-1
71,"(14, 90)",4
71,"(14, 92)",5
71,"(14, 94)",12
71,"(14, 95)",11
71,"(14, 97)",10
71,"(14, 98)",10
71,"(15, 0)",8
71,"(15, 1)",8
71,"(15, 2)",7
71,"(15, 3)",7
71,"(15, 4)",7
71,"(15, 5)",7
71,"(15, 7)",8
71,"(15, 10)",-1
71,"(15, 11)",-1
71,"(15, 15)",24
71,"(15, 19)",23
71,"(15, 21)",22
71,"(15, 22)",22
71,"(15, 23)",22
71,"(15, 27)",26
71,"(15, 32)",9
71,"(15, 33)",9
71,"(15, 36)",8
71,"(15, 37)",7
71,"(15, 38)",6
71,"(15, 40)",6
71,"(15, 41)",7
71,"(15, 42)",7
71,"(15, 46)",6
71,"(15, 48)",7
71,"(15, 49)",6
71,"(15, 50)",6
71,"(15, 53)",6
71,"(15, 57)",7
71,"(15, 59)",11
71,"(15, 60)",10
71,"(15, 62)",6
71,"(15, 63)",6
71,"(15, 64)",6
71,"(15, 66)",9
71,"(15, 68)",9
71,"(15, 69)",9
71,"(15, 70)",9
71,"(15, 73)",8
71,"(15, 75)",8
71,"(15, 76)",9
71,"(15, 77)",9
71,"(15, 79)",9
71,"(15, 80)",10
71,"(15, 83)",11
71,"(15, 84)",11
71,"(15, 86)",12
71,"(15, 90)",5
71,"(15, 91)",5
71,"(15, 92)",5
71,"(15, 93)",6
71,"(15, 97)",10
71,"(15, 98)",10
71,"(15, 99)",10
71,"(16, 0)",-1
71,"(16, 2)",8
71,"(16, 3)",7
71,"(16, 4)",8
71,"(16, 6)",8
71,"(16, 10)",-1
71,"(16, 12)",-1
71,"(16, 13)",-1
71,"(16, 15)",24
71,"(16, 16)",23
71,"(16, 17)",23
71,"(16, 18)",23
71,"(16, 22)",21
71,"(16, 24)",21
71,"(16, 27)",20
71,"(16, 29)",20
71,"(16, 30)",20
71,"(16, 31)",9
71,"(16, 32)",9
71,"(16, 34)",10
71,"(16, 35)",8
71,"(16, 37)",7
71,"(16, 38)",7
71,"(16, 39)",7
71,"(16, 40)",7
71,"(16, 42)",8
71,"(16, 43)",8
71,"(16, 44)",8
71,"(16, 46)",7
71,"(16, 48)",7
71,"(16, 53)",-1
71,"(16, 54)",-1
71,"(16, 56)",8
71,"(16, 59)",10
71,"(16, 60)",9
71,"(16, 63)",7
71,"(16, 64)",7
71,"(16, 67)",9
71,"(16, 68)",9
71,"(16, 69)",9
71,"(16, 71)",9
71,"(16, 72)",10
71,"(16, 74)",9
71,"(16, 75)",9
71,"(16, 76)",9
71,"(16, 78)",9
71,"(16, 79)",9
71,"(16, 80)",10
71,"(16, 83)",11
71,"(16, 85)",10
71,"(16, 87)",13
71,"(16, 88)",7
71,"(16, 90)",6
71,"(16, 91)",5
71,"(16, 92)",5
71,"(16, 94)",7
71,"(16, 95)",8
71,"(16, 98)",10
71,"(16, 99)",10
71,"(17, 3)",8
71,"(17, 5)",9
71,"(17, 6)",-1
71,"(17, 8)",-1
71,"(17, 10)",-1
71,"(17, 18)",22
71,"(17, 19)",23
71,"(17, 20)",22
71,"(17, 23)",21
71,"(17, 25)",20
71,"(17, 26)",20
71,"(17, 27)",19
71,"(17, 29)",20
71,"(17, 32)",10
71,"(17, 35)",8
71,"(17, 38)",7
71,"(17, 42)",8
71,"(17, 43)",8
71,"(17, 47)",7
71,"(17, 51)",-1
71,"(17, 52)",-1
71,"(17, 53)",-1
71,"(17, 56)",9
71,"(17, 57)",9
71,"(17, 61)",8
71,"(17, 62)",7
71,"(17, 64)",10
71,"(17, 66)",9
71,"(17, 67)",9
71,"(17, 68)",9
71,"(17, 69)",9
71,"(17, 73)",9
71,"(17, 76)",10
71,"(17, 77)",9
71,"(17, 78)",9
71,"(17, 80)",10
71,"(17, 81)",10
71,"(17, 83)",10
71,"(17, 84)",10
71,"(17, 85)",10
71,"(17, 86)",9
71,"(17, 87)",8
71,"(17, 89)",6
71,"(17, 90)",7
71,"(17, 92)",5
71,"(17, 96)",8
71,"(17, 97)",9
71,"(18, 2)",9
71,"(18, 3)",9
71,"(18, 4)",9
71,"(18, 8)",-1
71,"(18, 9)",-1
71,"(18, 12)",-1
71,"(18, 15)",24
71,"(18, 16)",24
71,"(18, 18)",22
71,"(18, 19)",21
71,"(18, 20)",22
71,"(18, 22)",22
71,"(18, 23)",21
71,"(18, 24)",21
71,"(18, 27)",18
71,"(18, 28)",19
71,"(18, 29)",19
71,"(18, 30)",20
71,"(18, 33)",10
71,"(18, 35)",9
71,"(18, 37)",-1
71,"(18, 39)",8
71,"(18, 40)",9
71,"(18, 43)",8
71,"(18, 44)",8
71,"(18, 45)",7
71,"(18, 46)",7
71,"(18, 49)",10
71,"(18, 51)",-1
71,"(18, 52)",-1
71,"(18, 56)",9
71,"(18, 57)",9
71,"(18, 59)",11
71,"(18, 61)",8
71,"(18, 62)",9
71,"(18, 64)",10
71,"(18, 65)",9
71,"(18, 66)",9
71,"(18, 67)",9
71,"(18, 68)",9
71,"(18, 69)",9
71,"(18, 70)",9
71,"(18, 72)",11
71,"(18, 75)",10
71,"(18, 76)",10
71,"(18, 77)",10
71,"(18, 79)",10
71,"(18, 80)",10
71,"(18, 84)",10
71,"(18, 86)",9
71,"(18, 88)",7
71,"(18, 89)",7
71,"(18, 92)",6
71,"(18, 93)",6
71,"(18, 98)",10
71,"(18, 99)",10
71,"(19, 0)",-1
71,"(19, 1)",-1
71,"(19, 3)",9
71,"(19, 4)",9
71,"(19, 5)",9
71,"(19, 10)",-1
71,"(19, 11)",-1
71,"(19, 13)",25
71,"(19, 14)",24
71,"(19, 16)",23
71,"(19, 17)",23
71,"(19, 19)",21
71,"(19, 20)",21
71,"(19, 22)",21
71,"(19, 25)",18
71,"(19, 26)",18
71,"(19, 28)",18
71,"(19, 31)",17
71,"(19, 34)",9
71,"(19, 35)",9
71,"(19, 39)",9
71,"(19, 41)",10
71,"(19, 43)",8
71,"(19, 44)",8
71,"(19, 47)",7
71,"(19, 49)",9
71,"(19, 51)",-1
71,"(19, 55)",10
71,"(19, 56)",10
71,"(19, 58)",11
71,"(19, 59)",10
71,"(19, 61)",9
71,"(19, 62)",9
71,"(19, 63)",9
71,"(19, 66)",10
71,"(19, 67)",9
71,"(19, 68)",10
71,"(19, 69)",9
71,"(19, 71)",10
71,"(19, 74)",12
71,"(19, 76)",10
71,"(19, 77)",10
71,"(19, 79)",11
71,"(19, 80)",10
71,"(19, 81)",10
71,"(19, 82)",10
71,"(19, 83)",10
71,"(19, 84)",10
71,"(19, 85)",10
71,"(19, 86)",10
71,"(19, 87)",8
71,"(19, 88)",8
71,"(19, 91)",7
71,"(19, 94)",14
71,"(19, 95)",14
71,"(19, 97)",10
71,"(19, 98)",10
71,"(20, 5)",10
71,"(20, 6)",10
71,"(20, 7)",10
71,"(20, 9)",10
71,"(20, 11)",-1
71,"(20, 13)",25
71,"(20, 14)",25
71,"(20, 15)",25
71,"(20, 18)",21
71,"(20, 19)",21
71,"(20, 20)",21
71,"(20, 21)",20
71,"(20, 25)",17
71,"(20, 26)",18
71,"(20, 27)",17
71,"(20, 30)",17
71,"(20, 31)",17
71,"(20, 34)",9
71,"(20, 36)",10
71,"(20, 37)",10
71,"(20, 39)",9
71,"(20, 40)",9
71,"(20, 41)",10
71,"(20, 46)",7
71,"(20, 47)",8
71,"(20, 49)",8
71,"(20, 50)",9
71,"(20, 52)",12
71,"(20, 53)",12
71,"(20, 54)",11
71,"(20, 55)",11
71,"(20, 57)",11
71,"(20, 58)",11
71,"(20, 60)",9
71,"(20, 62)",9
71,"(20, 64)",10
71,"(20, 68)",10
71,"(20, 71)",11
71,"(20, 72)",11
71,"(20, 73)",11
71,"(20, 74)",12
